Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
520062,21169,YOU'RE CONFUSING ME METAL SIGN ,6,2010-08-23 16:01:00,1.69,14395.0,United Kingdom
491186,21731,RED TOADSTOOL LED NIGHT LIGHT,1,2009-12-10 12:21:00,1.65,15889.0,United Kingdom
511785,48197,DOOR MAT BIRD ON THE WIRE,4,2010-06-10 13:37:00,7.49,15601.0,United Kingdom
500476,48187,DOOR MAT NEW ENGLAND,1,2010-03-08 12:45:00,7.49,15719.0,United Kingdom
508487,20727,LUNCH BAG  BLACK SKULL.,1,2010-05-16 13:10:00,1.65,18039.0,United Kingdom
505551,22478,BIRDHOUSE GARDEN MARKER ,10,2010-04-23 09:00:00,1.25,16497.0,United Kingdom
511445,21531,RED RETROSPOT SUGAR JAM BOWL,6,2010-06-08 12:27:00,2.55,14194.0,United Kingdom
519194,21899,"KEY FOB , GARAGE DESIGN",6,2010-08-13 17:13:00,0.65,16345.0,United Kingdom
503766,22138,BAKING SET 9 PIECE RETROSPOT ,3,2010-04-07 10:53:00,4.95,16732.0,United Kingdom
518754,82607A,GLASS BONBON JAR PARFUME AUX FLEURE,6,2010-08-11 12:54:00,1.25,17615.0,United Kingdom
498046,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,2010-02-16 10:44:00,1.25,15051.0,United Kingdom
C494491,22212,FOUR HOOK  WHITE LOVEBIRDS,-1,2010-01-14 17:20:00,2.1,17675.0,United Kingdom
534864,85199S,SMALL HANGING IVORY/RED WOOD BIRD,24,2010-11-24 14:13:00,0.42,13495.0,United Kingdom
524830,21497,FANCY FONTS BIRTHDAY WRAP,25,2010-09-30 17:13:00,0.42,14110.0,United Kingdom
504844,22122,SET OF 2 FANCY FONT TEA TOWELS,1,2010-04-16 16:12:00,2.95,12748.0,United Kingdom
527971,21351,CINAMMON & ORANGE WREATH,2,2010-10-20 10:09:00,6.75,13373.0,United Kingdom
529342,21889,WOODEN BOX OF DOMINOES,12,2010-10-27 16:41:00,1.25,18060.0,United Kingdom
515257,21537,RED RETROSPOT PUDDING BOWL,1,2010-07-09 11:52:00,4.25,17241.0,United Kingdom
502337,21212,PACK OF 72 RETRO SPOT CAKE CASES,3,2010-03-24 10:45:00,0.55,17377.0,United Kingdom
504903,21972,SET OF 36 DINOSAUR PAPER DOILIES,1,2010-04-18 15:48:00,1.45,16549.0,United Kingdom
537221,22633,HAND WARMER UNION JACK,4,2010-12-05 15:54:00,2.1,17965.0,United Kingdom
492079,22415,WHITE TISSUE REAM,1,2009-12-15 13:49:00,7.95,15070.0,United Kingdom
522083,21114,LAVENDER SCENTED FABRIC HEART,10,2010-09-12 11:47:00,1.25,16218.0,United Kingdom
489810,20622,VIPPASSPORT COVER ,6,2009-12-02 12:47:00,2.1,18108.0,United Kingdom
493800,82482,WOODEN PICTURE FRAME WHITE FINISH,24,2010-01-07 11:16:00,2.55,18094.0,United Kingdom
498101,20738,GREEN MINI TAPE MEASURE ,20,2010-02-16 13:32:00,0.85,12960.0,United Kingdom
517906,85047,WHITE BEADED GARLAND STRING 20LIGHT,3,2010-08-03 09:53:00,6.35,15081.0,United Kingdom
516884,21380,WOODEN HAPPY BIRTHDAY GARLAND,8,2010-07-23 14:15:00,2.95,15311.0,United Kingdom
536238,22789,T-LIGHT HOLDER SWEETHEART HANGING,4,2010-11-30 14:28:00,1.95,14499.0,United Kingdom
501805,20725,LUNCH BAG RED SPOTTY,2,2010-03-19 14:01:00,1.65,13542.0,United Kingdom
527320,22866,HAND WARMER SCOTTY DOG DESIGN,12,2010-10-15 14:52:00,2.1,14868.0,United Kingdom
536743,21889,WOODEN BOX OF DOMINOES,1,2010-12-02 13:32:00,1.25,17964.0,United Kingdom
517719,21585,SWALLOW SMALL TUBE MATCHES,1,2010-08-01 12:02:00,1.65,17931.0,United Kingdom
529077,20969,RED FLORAL FELTCRAFT SHOULDER BAG,1,2010-10-26 12:54:00,3.75,16372.0,United Kingdom
517046,22712,CARD DOLLY GIRL ,24,2010-07-26 11:58:00,0.42,18245.0,United Kingdom
521405,21218,RED SPOTTY BISCUIT TIN,6,2010-09-06 10:37:00,3.75,13785.0,United Kingdom
491646,22113,GREY HEART HOT WATER BOTTLE,36,2009-12-11 17:00:00,2.95,14031.0,United Kingdom
504622,20983,12 PENCILS TALL TUBE RED SPOTTY,4,2010-04-15 11:49:00,0.85,14569.0,United Kingdom
522991,21812,GARLAND WITH HEARTS AND BELLS,6,2010-09-19 15:16:00,4.95,13709.0,United Kingdom
511123,22116,METAL SIGN HIS DINNER IS SERVED,2,2010-06-07 10:56:00,2.95,17673.0,United Kingdom
535421,20752,BLUE POLKADOT WASHING UP GLOVES,1,2010-11-26 11:50:00,2.1,13555.0,United Kingdom
521225,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,2010-09-03 10:48:00,6.35,15640.0,United Kingdom
493543,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,8,2010-01-04 16:29:00,1.69,14839.0,United Kingdom
530763,20977,36 PENCILS TUBE WOODLAND,16,2010-11-04 11:59:00,1.25,15379.0,United Kingdom
496342,21212,PACK OF 72 RETRO SPOT CAKE CASES,48,2010-01-31 15:49:00,0.55,17176.0,United Kingdom
509980,22644,CERAMIC CHERRY CAKE MONEY BANK,12,2010-05-26 14:07:00,1.45,12378.0,Switzerland
493716,85023A,CRYSTAL LARGE JEWELLED PHOTO FRAME,6,2010-01-05 16:50:00,2.55,17364.0,United Kingdom
528329,84991,60 TEATIME FAIRY CAKE CASES,4,2010-10-21 13:23:00,0.55,13891.0,United Kingdom
526645,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,1,2010-10-12 13:33:00,2.1,17841.0,United Kingdom
529616,22301,COFFEE MUG CAT + BIRD DESIGN,4,2010-10-29 11:00:00,2.55,14901.0,United Kingdom
513614,21231,SWEETHEART CERAMIC TRINKET BOX,2,2010-06-27 12:19:00,1.25,17618.0,United Kingdom
498429,84510B,SET OF 4 FAIRY CAKES COASTERS ,10,2010-02-18 17:12:00,1.25,15306.0,United Kingdom
528094,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,2010-10-20 13:25:00,1.95,13506.0,United Kingdom
533575,17003,BROCADE RING PURSE ,36,2010-11-18 11:00:00,0.21,17430.0,United Kingdom
533822,22232,JIGSAW TOADSTOOLS 3 PIECE,8,2010-11-19 09:40:00,1.65,12647.0,Germany
515761,22713,CARD I LOVE LONDON ,12,2010-07-14 13:42:00,0.42,17377.0,United Kingdom
509386,21447,12 IVORY ROSE PEG PLACE SETTINGS,24,2010-05-21 16:45:00,1.25,14409.0,United Kingdom
534708,82001S,VINYL RECORD FRAME SILVER,24,2010-11-23 16:49:00,3.39,13078.0,United Kingdom
534818,21018,BIRD BOX CHRISTMAS TREE DECORATION,2,2010-11-24 12:52:00,0.85,18116.0,United Kingdom
496201,20672,PINK TEATIME PRINT BOWL,2,2010-01-29 12:35:00,1.25,15898.0,United Kingdom
496357,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2010-02-01 10:10:00,2.95,12540.0,Spain
505574,84932C,SMALL ORIENTAL BLUE FOLDING STOOL,8,2010-04-23 11:44:00,1.95,13269.0,United Kingdom
511075,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2010-06-06 13:47:00,0.55,13767.0,United Kingdom
523958,47566,PARTY BUNTING,50,2010-09-26 12:21:00,3.75,14626.0,United Kingdom
528040,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-10-20 11:32:00,2.95,13557.0,United Kingdom
512889,22624,IVORY KITCHEN SCALES,1,2010-06-18 12:04:00,8.5,16797.0,United Kingdom
C504632,37449,CERAMIC CAKE STAND + HANGING CAKES,-2,2010-04-15 13:03:00,8.5,15311.0,United Kingdom
529585,21912,VINTAGE SNAKES & LADDERS,8,2010-10-28 19:37:00,3.75,14911.0,EIRE
499897,85162C,WHITE RETRODISC LAMPSHADE,12,2010-03-03 11:53:00,1.95,14298.0,United Kingdom
517384,22429,ENAMEL MEASURING JUG CREAM,1,2010-07-28 17:46:00,4.25,16984.0,United Kingdom
535961,22865,HAND WARMER OWL DESIGN,1,2010-11-29 12:36:00,2.1,18034.0,United Kingdom
507133,84836,ZINC METAL HEART DECORATION,12,2010-05-06 12:29:00,1.25,14461.0,United Kingdom
522029,22629,SPACEBOY LUNCH BOX ,12,2010-09-10 12:05:00,1.95,12474.0,Germany
504449,84988,SET OF 72 PINK HEART PAPER DOILIES,12,2010-04-13 14:53:00,1.45,12459.0,Spain
525466,22342,HOME GARLAND PAINTED ZINC ,12,2010-10-05 14:52:00,1.65,17657.0,United Kingdom
533499,22119,PEACE WOODEN BLOCK LETTERS,3,2010-11-17 13:46:00,6.95,15428.0,United Kingdom
505634,22607,WOODEN ROUNDERS GARDEN SET ,1,2010-04-23 13:12:00,8.5,15518.0,United Kingdom
519696,22681,"FRENCH BLUE METAL DOOR SIGN, 6",10,2010-08-19 14:13:00,1.25,13089.0,United Kingdom
530377,22789,T-LIGHT HOLDER SWEETHEART HANGING,8,2010-11-02 16:32:00,1.95,13921.0,United Kingdom
491201,21260,FIRST AID TIN,48,2009-12-10 13:27:00,2.75,12989.0,United Kingdom
528089,22147,FELTCRAFT BUTTERFLY HEARTS,2,2010-10-20 13:12:00,1.45,14449.0,United Kingdom
524155,22606,WOODEN SKITTLES GARDEN SET,12,2010-09-27 16:00:00,12.75,14911.0,EIRE
524305,22591,CARDHOLDER GINGHAM CHRISTMAS TREE,6,2010-09-28 13:40:00,2.55,14988.0,United Kingdom
528963,21544,SKULLS  WATER TRANSFER TATTOOS ,12,2010-10-26 09:52:00,0.85,15366.0,United Kingdom
502093,22487,WHITE WOOD GARDEN PLANT LADDER,2,2010-03-22 17:32:00,9.95,16823.0,United Kingdom
500329,85194S,HANGING SPRING FLOWER EGG SMALL,20,2010-03-07 12:56:00,0.65,13764.0,United Kingdom
504154,84950,ASSORTED COLOUR T-LIGHT HOLDER,12,2010-04-11 14:28:00,0.85,15443.0,United Kingdom
527657,22297,HEART IVORY TRELLIS SMALL,24,2010-10-18 14:12:00,1.25,16141.0,United Kingdom
536412,22273,FELTCRAFT DOLL MOLLY,2,2010-12-01 11:49:00,2.95,17920.0,United Kingdom
534413,22483,RED GINGHAM TEDDY BEAR ,24,2010-11-22 14:47:00,2.55,18144.0,United Kingdom
497203,84991,60 TEATIME FAIRY CAKE CASES,1,2010-02-07 11:48:00,0.55,14546.0,United Kingdom
524525,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2010-09-29 13:15:00,2.95,14449.0,United Kingdom
500781,22027,TEA PARTY BIRTHDAY CARD,24,2010-03-10 10:50:00,0.42,14286.0,United Kingdom
512755,22383,LUNCH BAG SUKI  DESIGN ,10,2010-06-17 15:34:00,1.65,13115.0,United Kingdom
519234,47559B,TEA TIME OVEN GLOVE,4,2010-08-15 13:18:00,1.25,17618.0,United Kingdom
536744,21843,RED RETROSPOT CAKE STAND,2,2010-12-02 13:36:00,10.95,14466.0,United Kingdom
509985,21883,STARS GIFT TAPE ,12,2010-05-26 14:43:00,0.65,12681.0,France
522273,22668,PINK BABY BUNTING,1,2010-09-13 12:41:00,2.95,16470.0,United Kingdom
533278,21914,BLUE HARMONICA IN BOX ,3,2010-11-16 15:24:00,1.25,13439.0,United Kingdom
519800,22475,SKULL DESIGN TV DINNER TRAY,64,2010-08-20 12:28:00,4.25,18251.0,United Kingdom
500498,48185,DOOR MAT FAIRY CAKE,4,2010-03-08 13:17:00,7.49,17672.0,United Kingdom
491400,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2009-12-10 17:09:00,1.25,17696.0,United Kingdom
537351,84596L,BISCUITS SMALL BOWL LIGHT BLUE,1,2010-12-06 12:23:00,1.25,16898.0,United Kingdom
514355,21584,RETRO SPOT SMALL TUBE MATCHES,5,2010-07-01 16:48:00,1.65,17589.0,United Kingdom
524485,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,2010-09-29 11:53:00,1.45,16783.0,United Kingdom
523923,84836,ZINC METAL HEART DECORATION,12,2010-09-24 16:25:00,1.25,13513.0,United Kingdom
509454,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,6,2010-05-24 10:02:00,3.75,12921.0,United Kingdom
523361,22335,HEART DECORATION PAINTED ZINC ,24,2010-09-21 17:50:00,0.65,13214.0,United Kingdom
504858,22514,CHILDS GARDEN SPADE BLUE,6,2010-04-18 11:40:00,2.1,18172.0,United Kingdom
532087,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2010-11-10 15:32:00,1.69,13735.0,United Kingdom
536551,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2010-12-01 14:34:00,4.95,17346.0,United Kingdom
507404,21531,RED RETROSPOT SUGAR JAM BOWL,1,2010-05-09 13:43:00,2.55,14606.0,United Kingdom
505847,21328,BALLOONS  WRITING SET ,3,2010-04-26 12:11:00,1.65,14710.0,United Kingdom
508003,21080,SET/20 RED SPOTTY PAPER NAPKINS ,1,2010-05-12 11:49:00,0.85,15012.0,United Kingdom
518406,21931,JUMBO STORAGE BAG SUKI,4,2010-08-08 14:26:00,1.95,17802.0,United Kingdom
516452,82580,BATHROOM METAL SIGN,12,2010-07-20 13:17:00,0.55,13154.0,United Kingdom
531842,22959,WRAP CHRISTMAS VILLAGE,25,2010-11-10 09:19:00,0.42,17082.0,United Kingdom
521392,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,2010-09-05 14:40:00,4.25,16170.0,United Kingdom
524611,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,2010-09-30 09:37:00,2.55,13078.0,United Kingdom
534414,22654,DELUXE SEWING KIT ,3,2010-11-22 14:49:00,5.95,15590.0,United Kingdom
497509,84684,BEACH HUT PHOTO FRAME,1,2010-02-10 11:52:00,2.55,13164.0,United Kingdom
536783,22629,SPACEBOY LUNCH BOX ,64,2010-12-02 15:19:00,1.65,15061.0,United Kingdom
512919,22505,MEMO BOARD COTTAGE DESIGN,4,2010-06-18 16:17:00,4.95,18044.0,United Kingdom
535465,22111,SCOTTIE DOG HOT WATER BOTTLE,6,2010-11-26 13:22:00,4.95,16254.0,United Kingdom
521921,POST,POSTAGE,4,2010-09-09 14:48:00,18.0,12681.0,France
500021,21498,RED SPOTS  WRAP ,25,2010-03-04 10:46:00,0.42,13044.0,United Kingdom
510969,22378,WALL TIDY RETROSPOT ,3,2010-06-04 11:50:00,2.1,16470.0,United Kingdom
513953,21086,SET/6 RED SPOTTY PAPER CUPS,24,2010-06-29 14:14:00,0.65,14426.0,United Kingdom
528363,22766,PHOTO FRAME CORNICE,8,2010-10-21 15:38:00,2.95,14442.0,Channel Islands
507407,21733,RED HANGING HEART T-LIGHT HOLDER,6,2010-05-09 13:50:00,2.95,14221.0,United Kingdom
514514,84992,72 SWEETHEART FAIRY CAKE CASES,2,2010-07-04 13:59:00,0.55,15976.0,United Kingdom
509051,22510,DOORSTOP RUSSIAN DOLL GINGHAM,1,2010-05-20 11:04:00,3.75,15854.0,United Kingdom
505787,21270,ANTIQUE CREAM CUTLERY CUPBOARD,2,2010-04-26 10:57:00,12.75,16814.0,United Kingdom
526028,21975,PACK OF 60 DINOSAUR CAKE CASES,2,2010-10-08 11:45:00,0.55,16549.0,United Kingdom
529342,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,2010-10-27 16:41:00,1.95,18060.0,United Kingdom
536233,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2010-11-30 14:15:00,2.55,15570.0,United Kingdom
506227,21865,PINK UNION JACK  PASSPORT COVER ,6,2010-04-28 12:04:00,2.1,13539.0,United Kingdom
518481,85097B,BLUE ROCKING SINGING CANARY,2,2010-08-09 12:22:00,3.75,17841.0,United Kingdom
521549,22301,COFFEE MUG CAT + BIRD DESIGN,6,2010-09-06 15:55:00,2.55,14156.0,EIRE
526167,16169F,WRAP BLIZZARD,25,2010-10-10 10:33:00,0.42,14334.0,United Kingdom
520192,21485,RED SPOT HEART HOT WATER BOTTLE,3,2010-08-24 14:46:00,4.95,14766.0,United Kingdom
520420,82597,BOMBS AWAY METAL SIGN,12,2010-08-26 09:53:00,2.1,14210.0,United Kingdom
517755,20725,LUNCH BAG RED SPOTTY,10,2010-08-02 10:29:00,1.65,13647.0,United Kingdom
530969,22865,HAND WARMER OWL DESIGN,12,2010-11-05 09:07:00,2.1,13448.0,United Kingdom
504898,22088,PAPER BUNTING COLOURED LACE,2,2010-04-18 14:35:00,2.95,16409.0,United Kingdom
493672,20684,STRAWBERRY DREAM CHILDS UMBRELLA,2,2010-01-05 12:26:00,3.25,17861.0,United Kingdom
534035,22222,CAKE PLATE LOVEBIRD WHITE,1,2010-11-19 15:50:00,4.95,13124.0,United Kingdom
518500,82597,BOMBS AWAY METAL SIGN,2,2010-08-09 12:51:00,2.1,17137.0,United Kingdom
513349,72741,GRAND CHOCOLATECANDLE,9,2010-06-24 11:28:00,1.45,14606.0,United Kingdom
523922,22111,SCOTTIE DOG HOT WATER BOTTLE,6,2010-09-24 16:24:00,4.95,13141.0,United Kingdom
516306,22705,WRAP GREEN PEARS ,25,2010-07-19 13:46:00,0.42,13178.0,United Kingdom
525524,21828,EIGHT PIECE SNAKE  SET,1,2010-10-05 17:55:00,1.25,15750.0,United Kingdom
510428,35971,ROSE FOLKART HEART DECORATIONS,24,2010-05-30 12:48:00,1.25,17617.0,United Kingdom
523195,85099B,JUMBO BAG RED RETROSPOT,200,2010-09-21 08:25:00,1.65,13802.0,United Kingdom
537608,22571,ROCKING HORSE RED CHRISTMAS ,5,2010-12-07 13:20:00,0.85,15024.0,United Kingdom
526246,22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,10,2010-10-11 09:44:00,0.85,12909.0,United Kingdom
C527930,20832,RED FLOCK LOVE HEART PHOTO FRAME,-3,2010-10-19 13:32:00,0.85,16795.0,United Kingdom
512937,22184,CAKE STAND VICTORIAN FILIGREE LARGE,2,2010-06-20 13:28:00,8.5,13634.0,United Kingdom
528329,84992,72 SWEETHEART FAIRY CAKE CASES,2,2010-10-21 13:23:00,0.55,13891.0,United Kingdom
499596,84546,CROCHET POODLE KEYRING,3,2010-03-01 12:21:00,1.65,16511.0,United Kingdom
518679,90062,CARNIVAL BRACELET,6,2010-08-10 17:02:00,12.75,13421.0,United Kingdom
510498,21937,STRAWBERRY   PICNIC BAG,5,2010-06-01 12:42:00,2.95,14227.0,United Kingdom
508483,21174,POTTERING IN THE SHED METAL SIGN,1,2010-05-16 12:51:00,1.95,17841.0,United Kingdom
489537,84898F,YELLOW FLOWERS FELT HANDBAG KIT,5,2009-12-01 12:14:00,2.1,14040.0,United Kingdom
508251,22561,WOODEN SCHOOL COLOURING SET,24,2010-05-14 10:40:00,1.65,13157.0,United Kingdom
512286,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2010-06-14 14:27:00,2.95,15967.0,United Kingdom
528921,22335,HEART DECORATION PAINTED ZINC ,24,2010-10-25 14:32:00,0.65,15064.0,United Kingdom
502592,22276,WASH BAG VINTAGE ROSE PAISLEY,6,2010-03-25 13:02:00,2.55,13995.0,United Kingdom
536182,21258,VICTORIAN SEWING BOX LARGE,1,2010-11-30 12:25:00,12.75,18260.0,United Kingdom
511468,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,12,2010-06-08 13:10:00,2.55,13141.0,United Kingdom
510761,82583,HOT BATHS METAL SIGN,1,2010-06-03 13:03:00,2.1,17216.0,United Kingdom
521771,22186,RED STAR CARD HOLDER,6,2010-09-08 12:33:00,2.95,13931.0,United Kingdom
521393,82484,WOOD BLACK BOARD ANT WHITE FINISH,3,2010-09-05 15:27:00,6.45,14194.0,United Kingdom
511787,22470,HEART OF WICKER LARGE,6,2010-06-10 13:47:00,2.95,15757.0,United Kingdom
505716,21217,RED SPOTTY ROUND CAKE TINS,1,2010-04-25 13:18:00,9.95,18091.0,United Kingdom
522432,22557,PLASTERS IN TIN VINTAGE PAISLEY ,4,2010-09-14 13:34:00,1.65,15965.0,United Kingdom
534374,22469,HEART OF WICKER SMALL,40,2010-11-22 12:26:00,1.45,17730.0,United Kingdom
C521485,22360,GLASS JAR ENGLISH CONFECTIONERY,-6,2010-09-06 13:30:00,2.55,16325.0,United Kingdom
524102,84637,KITCHEN FLOWER POTS WALL PLAQUE,2,2010-09-27 12:45:00,5.95,17315.0,United Kingdom
502753,22112,CHOCOLATE HOT WATER BOTTLE,3,2010-03-26 13:30:00,4.95,16923.0,United Kingdom
503541,20765,CHRYSANTHEMUM SKETCHBOOK ,4,2010-04-01 14:18:00,3.75,14748.0,United Kingdom
500329,21975,PACK OF 60 DINOSAUR CAKE CASES,2,2010-03-07 12:56:00,0.55,13764.0,United Kingdom
489580,84991,60 TEATIME FAIRY CAKE CASES,24,2009-12-01 13:43:00,0.55,12921.0,United Kingdom
505713,82580,BATHROOM METAL SIGN,12,2010-04-25 13:07:00,0.55,18178.0,United Kingdom
490078,37501,TEA TIME TEA SET IN GIFT BOX,4,2009-12-03 15:09:00,6.95,17853.0,United Kingdom
536359,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,24,2010-11-30 18:05:00,2.95,17281.0,United Kingdom
525696,22295,HEART FILIGREE DOVE LARGE,12,2010-10-06 12:34:00,1.65,16437.0,United Kingdom
523213,20711,JUMBO BAG TOYS ,20,2010-09-21 10:47:00,1.95,16945.0,United Kingdom
502724,22122,SET OF 2 FANCY FONT TEA TOWELS,12,2010-03-26 11:26:00,2.95,14110.0,United Kingdom
531571,21658,GLASS  BEURRE DISH,4,2010-11-09 10:38:00,3.95,14496.0,United Kingdom
494866,21947,SET OF 6 HEART CHOPSTICKS,6,2010-01-19 11:20:00,1.25,16253.0,United Kingdom
520860,21498,RED SPOTS  WRAP ,25,2010-08-31 13:57:00,0.42,12540.0,Spain
497956,15056BL,EDWARDIAN PARASOL BLACK,3,2010-02-15 13:13:00,5.95,17136.0,United Kingdom
524862,21988,PACK OF 6 SKULL PAPER PLATES,12,2010-10-01 08:39:00,0.85,12417.0,Spain
537159,22765,NEWSPAPER STAND,1,2010-12-05 13:17:00,14.95,14527.0,United Kingdom
520701,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2010-08-29 11:38:00,1.95,15058.0,United Kingdom
522283,22189,CREAM HEART CARD HOLDER,4,2010-09-13 13:29:00,3.95,13479.0,United Kingdom
528383,22652,TRAVEL SEWING KIT,3,2010-10-21 18:21:00,1.65,14686.0,United Kingdom
519910,22274,FELTCRAFT DOLL EMILY,12,2010-08-22 13:46:00,2.95,13157.0,United Kingdom
523516,21874,GIN AND TONIC MUG,12,2010-09-22 12:46:00,1.25,13089.0,United Kingdom
517760,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2,2010-08-02 10:42:00,2.55,17068.0,United Kingdom
529990,22816,CARD MOTORBIKE SANTA,12,2010-10-31 16:16:00,0.42,14505.0,United Kingdom
520894,21908,CHOCOLATE THIS WAY METAL SIGN,1,2010-08-31 17:31:00,2.1,16549.0,United Kingdom
500121,79320, FLAMINGO LIGHTS,4,2010-03-04 14:05:00,4.95,12490.0,France
535875,22423,REGENCY CAKESTAND 3 TIER,1,2010-11-29 10:50:00,12.75,15747.0,United Kingdom
508996,22561,WOODEN SCHOOL COLOURING SET,12,2010-05-19 12:52:00,1.65,13982.0,United Kingdom
502087,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2010-03-22 15:59:00,3.95,17496.0,United Kingdom
515313,22297,HEART IVORY TRELLIS SMALL,2,2010-07-11 10:28:00,1.25,15164.0,United Kingdom
C514602,22080,RIBBON REEL SPOTS DESIGN ,-1,2010-07-05 12:19:00,1.65,12755.0,Japan
506055,77101A,UNION FLAG WINDSOCK,2,2010-04-27 11:50:00,1.25,16117.0,United Kingdom
517542,84837,WHITE SWEETHEARTS CABINET 4 DRAWERS,1,2010-07-29 16:35:00,12.75,15021.0,United Kingdom
510662,22071,SMALL WHITE RETROSPOT MUG IN BOX ,4,2010-06-02 14:48:00,3.75,17096.0,United Kingdom
507643,48185,DOOR MAT FAIRY CAKE,2,2010-05-10 15:18:00,7.49,16614.0,United Kingdom
502799,90048,GREEN WITH METAL BAG CHARM,2,2010-03-26 16:17:00,4.95,15867.0,United Kingdom
536943,22731,3D CHRISTMAS STAMPS STICKERS ,1,2010-12-03 12:11:00,1.25,17884.0,United Kingdom
495079,20766,GARDEN PATH SKETCHBOOK,4,2010-01-21 09:37:00,3.75,15095.0,United Kingdom
521469,22671,FRENCH LAUNDRY SIGN BLUE METAL,4,2010-09-06 11:57:00,1.65,16255.0,United Kingdom
504100,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,2010-04-09 14:38:00,0.85,13802.0,United Kingdom
512409,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,12,2010-06-15 13:18:00,1.69,16307.0,United Kingdom
C531807,21586,KINGS CHOICE GIANT TUBE MATCHES,-12,2010-11-09 16:12:00,2.55,15215.0,United Kingdom
495149,21684,SMALL MEDINA STAMPED METAL BOWL ,12,2010-01-21 11:44:00,0.85,14320.0,United Kingdom
502761,85175,CACTI T-LIGHT CANDLES,16,2010-03-26 13:50:00,0.42,13117.0,United Kingdom
512109,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,3,2010-06-13 14:30:00,2.55,16710.0,United Kingdom
506163,82580,BATHROOM METAL SIGN,12,2010-04-28 09:18:00,0.55,15498.0,United Kingdom
505004,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,12,2010-04-19 12:45:00,1.25,13093.0,United Kingdom
503972,22549,PICTURE DOMINOES,1,2010-04-08 17:44:00,1.45,17180.0,United Kingdom
498135,21497,FANCY FONTS BIRTHDAY WRAP,25,2010-02-16 17:47:00,0.42,14911.0,EIRE
499013,20718,RED SPOTTY SHOPPER BAG,10,2010-02-24 12:14:00,1.25,12909.0,United Kingdom
517542,21033,JUMBO BAG CHARLIE AND LOLA TOYS,1,2010-07-29 16:35:00,2.95,15021.0,United Kingdom
523942,20685,DOORMAT RED RETROSPOT,4,2010-09-26 11:10:00,7.95,14532.0,United Kingdom
491681,37502,TEA TIME MUG IN GIFT BOX,2,2009-12-13 12:31:00,2.95,15751.0,United Kingdom
515911,22630,DOLLY GIRL LUNCH BOX,12,2010-07-15 13:19:00,1.65,14298.0,United Kingdom
506840,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,2010-05-04 13:59:00,1.25,12725.0,Italy
531254,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,6,2010-11-07 11:13:00,0.85,18077.0,United Kingdom
497618,72799E,IVORY PILLAR CANDLE SILVER FLOCK,2,2010-02-11 12:18:00,2.95,15044.0,United Kingdom
516593,21936,RED RETROSPOT PICNIC BAG,5,2010-07-21 13:59:00,2.95,17469.0,United Kingdom
491111,21486,PINK HEART DOTS HOT WATER BOTTLE,2,2009-12-09 14:38:00,3.75,15005.0,United Kingdom
495393,20971,PINK BLUE FELT CRAFT TRINKET BOX,1,2010-01-24 15:42:00,1.25,15483.0,United Kingdom
497209,37485,ENGLISH ROSE TEA SET IN GIFT BOX,1,2010-02-07 12:40:00,4.65,16788.0,United Kingdom
505507,22508,DOORSTOP RETROSPOT HEART,4,2010-04-22 14:15:00,3.75,15073.0,United Kingdom
533000,22636,CHILDS BREAKFAST SET CIRCUS PARADE,1,2010-11-15 14:49:00,8.5,16686.0,United Kingdom
501912,22027,TEA PARTY BIRTHDAY CARD,12,2010-03-22 09:19:00,0.42,17552.0,United Kingdom
523638,84849B,FAIRY SOAP SOAP HOLDER,6,2010-09-23 12:01:00,1.69,13097.0,United Kingdom
528377,22381,TOY TIDY PINK POLKADOT,1,2010-10-21 17:38:00,2.1,15998.0,United Kingdom
